"indicator_id","indicator","unit","indicator_desc","source_org","source_id","source"
"SH.H2O.BASW.ZS","People using at least basic drinking water services (% of population)",NA,"The percentage of people using at least basic water services.  This indicator encompasses both people using basic water services as well as those using safely managed water services.  Basic drinking water services is defined as drinking water from an improved source, provided collection time is not more than 30 minutes for a round trip.  Improved water sources include piped water, boreholes or tubewells, protected dug wells, protected springs, and packaged or delivered water.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",2,"World Development Indicators"
"SH.HTN.PREV.FE.ZS","Prevalence of hypertension, female (% of female adults ages 30-79)",NA,"Prevalence of hypertension, female, is the percentage of female adults ages 30-79 with hypertension (defined as having systolic blood pressure =140 mmHg, diastolic blood pressure =90 mmHg, or taking medication for hypertension).	The data is age-standardized.","World Health Organization's Global Health Observatory Data Repository",16,"Health Nutrition and Population Statistics"
"SH.HTN.PREV.MA.ZS","Prevalence of hypertension, male (% of male adults ages 30-79)",NA,"Prevalence of hypertension, male, is the percentage of male adults ages 30-79 with hypertension (defined as having systolic blood pressure =140 mmHg, diastolic blood pressure =90 mmHg, or taking medication for hypertension).	The data is age-standardized.","World Health Organization's Global Health Observatory Data Repository",16,"Health Nutrition and Population Statistics"
"SH.HTN.PREV.ZS","Prevalence of hypertension (% of adults ages 30-79)",NA,"Prevalence of hypertension is the percentage of adults ages 30-79 with hypertension (defined as having systolic blood pressure =140 mmHg, diastolic blood pressure =90 mmHg, or taking medication for hypertension).	The data is age-standardized.","World Health Organization's Global Health Observatory Data Repository",16,"Health Nutrition and Population Statistics"
"SH.HTN.TRET.FE.ZS","Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)",NA,"Treatment for hypertension is the percentage of adults ages 30-79 with hypertension who were taking medicine for hypertension.  Hypertension is defined as having systolic blood pressure =140 mmHg, diastolic blood pressure =90 mmHg, or taking medication for hypertension.","World Health Organization's Global Health Observatory Data Repository",16,"Health Nutrition and Population Statistics"
"SH.HTN.TRET.MA.ZS","Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)",NA,"Treatment for hypertension, male, is the percentage of adults ages 30-79 with hypertension who were taking medicine for hypertension.  Hypertension is defined as having systolic blood pressure =140 mmHg, diastolic blood pressure =90 mmHg, or taking medication for hypertension.","World Health Organization's Global Health Observatory Data Repository",16,"Health Nutrition and Population Statistics"
"SH.HTN.TRET.ZS","Treatment for hypertension (% of adults ages 30-79 with hypertension)",NA,"Treatment for hypertension is the percentage of adults ages 30-79 with hypertension who were taking medicine for hypertension.  Hypertension is defined as having systolic blood pressure =140 mmHg, diastolic blood pressure =90 mmHg, or taking medication for hypertension.","World Health Organization's Global Health Observatory Data Repository",16,"Health Nutrition and Population Statistics"
"SH.IMM.HEPB","Immunization, HepB3 (% of one-year-old children)",NA,"Child immunization rate, hepatitis B is the percentage of children ages 12-23 months who received hepatitis B vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized after three doses.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).",2,"World Development Indicators"
"SH.IMM.HIB3","Immunization, Hib3 (% of children ages 12-23 months)",NA,"Child immunization, Hib3, measures the percentage of children ages 12-23 months who received Hib3 vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized against Hib3 after receiving three doses of Haemophilus influenzae type b vaccine.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).",16,"Health Nutrition and Population Statistics"
"SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)",NA,"Child immunization, DPT, measures the percentage of children ages 12-23 months who received DPT vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized against diphtheria, pertussis (or whooping cough), and tetanus (DPT) after receiving three doses of vaccine.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).",2,"World Development Indicators"
"SH.IMM.MEA2","Immunization, measles second dose (% of children by the nationally recommended age)",NA,"Child immunization, measles second dose, measures the percentage of children who received two dose of measles containing vaccine according to nationally recommended schedule through routine immunization services in a given year.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).",16,"Health Nutrition and Population Statistics"
"SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)",NA,"Child immunization, measles, measures the percentage of children ages 12-23 months who received the measles vaccination before 12 months or at any time before the survey. A child is considered adequately immunized against measles after receiving one dose of vaccine.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).",2,"World Development Indicators"
"SH.IMM.POL3","Immunization, Pol3 (% of one-year-old children)",NA,"Child immunization rate, polio, is the percentage of children ages 12-23 months who received polio vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized after three doses.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).",16,"Health Nutrition and Population Statistics"
"SH.MED.BEDS.ZS","Hospital beds (per 1,000 people)",NA,"Hospital beds include inpatient beds available in public, private, general, and specialized hospitals and rehabilitation centers. In most cases beds for both acute and chronic care are included.","Data are from the World Health Organization, supplemented by country data.",2,"World Development Indicators"
"SH.MED.NUMW.P3","Nurses and midwives (per 1,000 people)",NA,"Nurses and midwives include professional nurses, professional midwives, auxiliary nurses, auxiliary midwives, enrolled nurses, enrolled midwives and other associated personnel, such as dental nurses and primary care nurses.","World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data.",2,"World Development Indicators"
"SH.MED.PHYS.ZS","Physicians (per 1,000 people)",NA,"Physicians include generalist and specialist medical practitioners.","World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data.",2,"World Development Indicators"
"SH.MED.SAOP.P5","Specialist surgical workforce (per 100,000 population)",NA,"Specialist surgical workforce is the number of specialist surgical, anaesthetic, and obstetric (SAO) providers who are working in each country per 100,000 population.","Data collected by the Lancet Commission on Global Surgery (www.lancetglobalsurgery.org); Data collected by WHO Collaborating Centre for Surgery and Public Health at Lund University from various sources including Ministries of Health or equivalent national regulatory bodies, national official entities such as medical councils, Eurostat, OECD, WHO Euro Health For All Database, WHO EURO Technical resources for health Database; BMJ Glob Health.",2,"World Development Indicators"
"SH.MMR.DTHS","Number of maternal deaths",NA,"A maternal death refers to the death of a woman while pregnant or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, from any cause related to or aggravated by the pregnancy or its management but not from accidental or incidental causes.","WHO, UNICEF, UNFPA, World Bank Group, and UNDESA/Population Division. Trends in Maternal Mortality 2000 to 2020. Geneva, World Health Organization, 2023",2,"World Development Indicators"
"SH.MMR.LEVE","Length of paid maternity leave (calendar days)",NA,"The indicator refers to leave available only to the mother for the birth of a child to be taken just before, during and immediately after childbirth.","World Bank: Women, Business and the Law. https://wbl.worldbank.org/",14,"Gender Statistics"
"SH.MMR.LEVE.AL","Paid leave of at least 14 weeks available to mothers (1=yes; 0=no)",NA,"The indicator measures  whether women are legally entitled to at least 14 weeks (98 calendar days) of paid leave for the birth of a child through maternity leave, parental leave or a combination of both.","World Bank: Women, Business and the Law. https://wbl.worldbank.org/",14,"Gender Statistics"
"SH.MMR.LEVE.GT","The government administers 100% of maternity leave benefits (1=yes; 0=no)",NA,"The indicator measures whether leave benefits are fully administered by a government entity, including compulsory social insurance schemes (such as social security), public funds, government-mandated private insurance or employer reimbursement of any maternity leave benefits paid directly to an employee.","World Bank: Women, Business and the Law. https://wbl.worldbank.org/",14,"Gender Statistics"
"SH.MMR.RISK","Lifetime risk of maternal death (1 in: rate varies by country)",NA,"Life time risk of maternal death is the probability that a 15-year-old female will die eventually from a maternal cause assuming that current levels of fertility and mortality (including maternal mortality) do not change in the future, taking into account competing causes of death.","WHO, UNICEF, UNFPA, World Bank Group, and UNDESA/Population Division. Trends in Maternal Mortality 2000 to 2020. Geneva, World Health Organization, 2023",2,"World Development Indicators"
"SH.MMR.RISK.ZS","Lifetime risk of maternal death (%)",NA,"Life time risk of maternal death is the probability that a 15-year-old female will die eventually from a maternal cause assuming that current levels of fertility and mortality (including maternal mortality) do not change in the future, taking into account competing causes of death.","WHO, UNICEF, UNFPA, World Bank Group, and UNDESA/Population Division. Trends in Maternal Mortality 2000 to 2020. Geneva, World Health Organization, 2023",2,"World Development Indicators"
"SH.PAR.LEVE","Length of paid shared parental leave (calendar days)",NA,"The indicator refers to parental leave that can be shared amongst the parents as they choose. Parental leave refers to leave available equally to parents—regardless of gender—for the purpose of childcare immediately following maternity and paternity leave OR instead of maternity and paternity leave.","World Bank: Women, Business and the Law. https://wbl.worldbank.org/",14,"Gender Statistics"
"SH.PAR.LEVE.AL","There is paid parental leave (1=yes; 0=no)",NA,"The indicator measures whether both parents are legally entitled to some form of full-time paid parental leave either shared between mother and father or as an individual entitlement that each can take regardless of the other.","World Bank: Women, Business and the Law. https://wbl.worldbank.org/",14,"Gender Statistics"
"SH.PAR.LEVE.FE","Length of paid parental leave for mother (calendar days)",NA,"The indicator refers to days of parental leave reserved specifically for mothers—through “use-it-or-lose-it” policies or mothers’ quotas; or days of parental leave that employees are individually entitled to.","World Bank: Women, Business and the Law. https://wbl.worldbank.org/",14,"Gender Statistics"
"SH.PAR.LEVE.MA","Length of paid parental leave for father (calendar days)",NA,"The indicator refers to days of parental leave reserved specifically for fathers—that is, through “use-it-or-lose-it” policies or fathers’ quotas; or days of parental leave that employees are individually entitled to.","World Bank: Women, Business and the Law. https://wbl.worldbank.org/",14,"Gender Statistics"
"SH.PRG.ANEM","Prevalence of anemia among pregnant women (%)",NA,"Prevalence of anemia, pregnant women, is the percentage of pregnant women whose hemoglobin level is less than 110 grams per liter at sea level.","World Health Organization, Global Health Observatory Data Repository/World Health Statistics.",2,"World Development Indicators"
"SH.PRV.SMOK","Prevalence of current tobacco use (% of adults)",NA,"The percentage of the population ages 15 years and over who currently use any tobacco product (smoked and/or smokeless tobacco) on a daily or non-daily basis. Tobacco products include cigarettes, pipes, cigars, cigarillos, waterpipes (hookah, shisha), bidis, kretek, heated tobacco products, and all forms of smokeless (oral and nasal) tobacco. Tobacco products exclude e-cigarettes (which do not contain tobacco), “e-cigars”, “e-hookahs”, JUUL and “e-pipes”. The rates are age-standardized to the WHO Standard Population.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.PRV.SMOK.FE","Prevalence of current tobacco use, females (% of female adults)",NA,"The percentage of the female population ages 15 years and over who currently use any tobacco product (smoked and/or smokeless tobacco) on a daily or non-daily basis. Tobacco products include cigarettes, pipes, cigars, cigarillos, waterpipes (hookah, shisha), bidis, kretek, heated tobacco products, and all forms of smokeless (oral and nasal) tobacco. Tobacco products exclude e-cigarettes (which do not contain tobacco), “e-cigars”, “e-hookahs”, JUUL and “e-pipes”. The rates are age-standardized to the WHO Standard Population.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.PRV.SMOK.MA","Prevalence of current tobacco use, males (% of male adults)",NA,"The percentage of the male population ages 15 years and over who currently use any tobacco product (smoked and/or smokeless tobacco) on a daily or non-daily basis. Tobacco products include cigarettes, pipes, cigars, cigarillos, waterpipes (hookah, shisha), bidis, kretek, heated tobacco products, and all forms of smokeless (oral and nasal) tobacco. Tobacco products exclude e-cigarettes (which do not contain tobacco), “e-cigars”, “e-hookahs”, JUUL and “e-pipes”. The rates are age-standardized to the WHO Standard Population.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.PTR.LEVE","Length of paid paternity leave (calendar days)",NA,"The indicator refers to leave available only to the father for the birth of a child.","World Bank: Women, Business and the Law. https://wbl.worldbank.org/",14,"Gender Statistics"
"SH.PTR.LEVE.AL","Paid leave is available to fathers (1=yes; 0=no)",NA,"The indicator measures whether fathers are legally entitled to at least one day of paid leave for the birth of a child, or if the law reserves a portion of paid parental leave specifically for fathers—that is, through “use-it-or-lose-it” policies or fathers’ quotas; or if fathers are individually entitled to paid parental leave.","World Bank: Women, Business and the Law. https://wbl.worldbank.org/",14,"Gender Statistics"
"SH.SGR.PROC.P5","Number of surgical procedures (per 100,000 population)",NA,"The number of procedures undertaken in an operating theatre per 100,000 population per year in each country. A procedure is defined as the incision, excision, or manipulation of tissue that needs regional or general anaesthesia, or profound sedation to control pain.","Data from various sources compiled by the Lancet Commission on Global Surgery (www.lancetglobalsurgery.org) and the Center for Health Equity in Surgery and Anesthesia at UCSF Medical Center.",2,"World Development Indicators"
"SH.STA.AIRP.FE.P5","Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",NA,"Mortality rate attributed to household and ambient air pollution is the number of deaths attributable to the joint effects of household and ambient air pollution in a year per 100,000 population. The rates are age-standardized.  Following diseases are taken into account: acute respiratory infections (estimated for all ages); cerebrovascular diseases in adults (estimated above 25 years); ischaemic heart diseases in adults (estimated above 25 years); chronic obstructive pulmonary disease in adults (estimated above 25 years); and lung cancer in adults (estimated above 25 years).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.AIRP.MA.P5","Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",NA,"Mortality rate attributed to household and ambient air pollution is the number of deaths attributable to the joint effects of household and ambient air pollution in a year per 100,000 population. The rates are age-standardized.  Following diseases are taken into account: acute respiratory infections (estimated for all ages); cerebrovascular diseases in adults (estimated above 25 years); ischaemic heart diseases in adults (estimated above 25 years); chronic obstructive pulmonary disease in adults (estimated above 25 years); and lung cancer in adults (estimated above 25 years).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.AIRP.P5","Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",NA,"Mortality rate attributed to household and ambient air pollution is the number of deaths attributable to the joint effects of household and ambient air pollution in a year per 100,000 population. The rates are age-standardized.  Following diseases are taken into account: acute respiratory infections (estimated for all ages); cerebrovascular diseases in adults (estimated above 25 years); ischaemic heart diseases in adults (estimated above 25 years); chronic obstructive pulmonary disease in adults (estimated above 25 years); and lung cancer in adults (estimated above 25 years).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.BASS.ZS","People using at least basic sanitation services (% of population)",NA,"The percentage of people using at least basic sanitation services, that is, improved sanitation facilities that are not shared with other households.  This indicator encompasses both people using basic sanitation services as well as those using safely managed sanitation services.   Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines; ventilated improved pit latrines, compositing toilets or pit latrines with slabs.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",2,"World Development Indicators"
"SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)",NA,"Births attended by skilled health staff are the percentage of deliveries attended by personnel trained to give the necessary supervision, care, and advice to women during pregnancy, labor, and the postpartum period; to conduct deliveries on their own; and to care for newborns.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys.",2,"World Development Indicators"
"SH.STA.BRTW.ZS","Low-birthweight babies (% of births)",NA,"Low-birthweight babies are newborns weighing less than 2,500 grams, with the measurement taken within the first hour of life, before significant postnatal weight loss has occurred.","UNICEF-WHO Low birthweight estimates [data.unicef.org]",2,"World Development Indicators"
"SH.STA.DIAB.ZS","Diabetes prevalence (% of population ages 20 to 79)",NA,"Diabetes prevalence refers to the percentage of people ages 20-79 who have type 1 or type 2 diabetes. It is calculated by adjusting to a standard population age-structure.","International Diabetes Federation, Diabetes Atlas.",2,"World Development Indicators"
"SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)",NA,"Maternal mortality ratio is the number of women who die from pregnancy-related causes while pregnant or within 42 days of pregnancy termination per 100,000 live births. The data are estimated with a regression model using information on the proportion of maternal deaths among non-AIDS deaths in women ages 15-49, fertility, birth attendants, and GDP measured using purchasing power parities (PPPs).","WHO, UNICEF, UNFPA, World Bank Group, and UNDESA/Population Division. Trends in Maternal Mortality 2000 to 2020. Geneva, World Health Organization, 2023",2,"World Development Indicators"
"SH.STA.MMRT.NE","Maternal mortality ratio (national estimate, per 100,000 live births)",NA,"Maternal mortality ratio is the number of women who die from pregnancy-related causes while pregnant or within 42 days of pregnancy termination per 100,000 live births.","The country data compiled, adjusted and used in the estimation model by the Maternal Mortality Estimation Inter-Agency Group (MMEIG). The country data were compiled from the following sources:  civil registration and vital statistics; specialized studies on maternal mortality; population based surveys and censuses; other available data sources including data from surveillance sites.",2,"World Development Indicators"
"SH.STA.OB18.FE.ZS","Prevalence of obesity, female (% of female population ages 18+)",NA,"Prevalence of obesity adult is the percentage of adults ages 18 and over whose Body Mass Index (BMI) is 30 kg/m² or higher. Body Mass Index (BMI) is a simple index of weight-for-height, or the weight in kilograms divided by the square of the height in meters.","World Health Organization (WHO):Global Health Observatory Data Repository",14,"Gender Statistics"
"SH.STA.OB18.MA.ZS","Prevalence of obesity, male (% of male population ages 18+)",NA,"Prevalence of obesity adult is the percentage of adults ages 18 and over whose Body Mass Index (BMI) is 30 kg/m² or higher. Body Mass Index (BMI) is a simple index of weight-for-height, or the weight in kilograms divided by the square of the height in meters.","World Health Organization (WHO): Global Health Observatory Data Repository",14,"Gender Statistics"
"SH.STA.ODFC.ZS","People practicing open defecation (% of population)",NA,"People practicing open defecation refers to the percentage of the population defecating in the open, such as in fields, forest, bushes, open bodies of water, on beaches, in other open spaces or disposed of with solid waste.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",2,"World Development Indicators"
"SH.STA.OWAD.FE.ZS","Prevalence of overweight, female (% of female adults)",NA,"Prevalence of overweight female adults is the percentage of females ages 18 and over whose Body Mass Index (BMI) is more than 25 kg/m2. Body Mass Index (BMI) is a simple index of weight-for-height, or the weight in kilograms divided by the square of the height in meters.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",16,"Health Nutrition and Population Statistics"
"SH.STA.OWAD.MA.ZS","Prevalence of overweight, male (% of male adults)",NA,"Prevalence of overweight male adults is the percentage of males ages 18 and over whose Body Mass Index (BMI) is more than 25 kg/m2. Body Mass Index (BMI) is a simple index of weight-for-height, or the weight in kilograms divided by the square of the height in meters.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",16,"Health Nutrition and Population Statistics"
"SH.STA.OWAD.ZS","Prevalence of overweight (% of adults)",NA,"Prevalence of overweight adults is the percentage of adults ages 18 and over whose Body Mass Index (BMI) is more than 25 kg/m2. Body Mass Index (BMI) is a simple index of weight-for-height, or the weight in kilograms divided by the square of the height in meters.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",16,"Health Nutrition and Population Statistics"
"SH.STA.POIS.P5","Mortality rate attributed to unintentional poisoning (per 100,000 population)",NA,"Mortality rate attributed to unintentional poisonings is the number of deaths from unintentional poisonings in a year per 100,000 population.  Unintentional poisoning can
be caused by household chemicals, pesticides, kerosene, carbon monoxide and medicines, or can be the result of environmental contamination or occupational chemical exposure.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.POIS.P5.FE","Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",NA,"Mortality rate attributed to unintentional poisonings is the number of female deaths from unintentional poisonings in a year per 100,000 female population.  Unintentional poisoning can be caused by household chemicals, pesticides, kerosene, carbon monoxide and medicines, or can be the result of environmental contamination or occupational chemical exposure.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.POIS.P5.MA","Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",NA,"Mortality rate attributed to unintentional poisonings is the number of male deaths from unintentional poisonings in a year per 100,000 male population. Unintentional poisoning can
be caused by household chemicals, pesticides, kerosene, carbon monoxide and medicines, or can be the result of environmental contamination or occupational chemical exposure.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.SMSS.ZS","People using safely managed sanitation services (% of population)",NA,"The percentage of people using improved sanitation facilities that are not shared with other households and where excreta are safely disposed of in situ or transported and treated offsite. Improved sanitation facilities include flush/pour flush to piped sewer systems, septic tanks or pit latrines: ventilated improved pit latrines, compositing toilets or pit latrines with slabs.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene (washdata.org).",2,"World Development Indicators"
"SH.STA.SUIC.FE.P5","Suicide mortality rate, female (per 100,000 female population)",NA,"Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.SUIC.MA.P5","Suicide mortality rate, male (per 100,000 male population)",NA,"Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.SUIC.P5","Suicide mortality rate (per 100,000 population)",NA,"Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.TRAF.FE.P5","Mortality caused by road traffic injury, female (per 100,000 female population)",NA,"Mortality caused by road traffic injury is estimated road traffic fatal injury deaths per 100,000 population.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",14,"Gender Statistics"
"SH.STA.TRAF.MA.P5","Mortality caused by road traffic injury, male (per 100,000 male population)",NA,"Mortality caused by road traffic injury is estimated road traffic fatal injury deaths per 100,000 population.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",14,"Gender Statistics"
"SH.STA.TRAF.P5","Mortality caused by road traffic injury (per 100,000 population)",NA,"Mortality caused by road traffic injury is estimated road traffic fatal injury deaths per 100,000 population.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.STA.WASH.FE.P5","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, female (per 100,000 female population)",NA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene is deaths attributable to unsafe water, sanitation and hygiene focusing on inadequate WASH services per 100,000 population. Death rates are calculated by dividing the number of deaths by the total population. In this estimate, only the impact of diarrhoeal diseases, intestinal nematode infections, and protein-energy malnutrition are taken into account.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",14,"Gender Statistics"
"SH.STA.WASH.MA.P5","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, male (per 100,000 male population)",NA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene is deaths attributable to unsafe water, sanitation and hygiene focusing on inadequate WASH services per 100,000 population. Death rates are calculated by dividing the number of deaths by the total population. In this estimate, only the impact of diarrhoeal diseases, intestinal nematode infections, and protein-energy malnutrition are taken into account.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",14,"Gender Statistics"
"SH.STA.WASH.P5","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",NA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene is deaths attributable to unsafe water, sanitation and hygiene focusing on inadequate WASH services per 100,000 population. Death rates are calculated by dividing the number of deaths by the total population. In this estimate, only the impact of diarrhoeal diseases, intestinal nematode infections, and protein-energy malnutrition are taken into account.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",2,"World Development Indicators"
"SH.TBS.CURE.ZS","Tuberculosis treatment success rate (% of new cases)",NA,"Tuberculosis treatment success rate is the percentage of all new tuberculosis cases (or new and relapse cases for some countries) registered under a national tuberculosis control programme in a given year that successfully completed treatment, with or without bacteriological evidence of success (""cured"" and ""treatment completed"" respectively).","World Health Organization, Global Tuberculosis Report.",2,"World Development Indicators"
"SH.TBS.DTEC.ZS","Tuberculosis case detection rate (%, all forms)",NA,"Tuberculosis case detection rate (all forms) is the number of new and relapse tuberculosis cases notified to WHO in a given year, divided by WHO's estimate of the number of incident tuberculosis cases for the same year, expressed as a percentage. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report.",2,"World Development Indicators"
"SH.TBS.INCD","Incidence of tuberculosis (per 100,000 people)",NA,"Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report.",2,"World Development Indicators"
"SH.TBS.MORT","Tuberculosis death rate (per 100,000 people)",NA,"Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report.",16,"Health Nutrition and Population Statistics"
"SH.UHC.SRVS.CV.XD","UHC service coverage index",NA,"Coverage index for essential health services (based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, noncommunicable diseases and service capacity and access). It is presented on a scale of 0 to 100.","Global Health Observatory. Geneva: World Health Organization; 2023. (https://www.who.int/data/gho/data/themes/topics/service-coverage)",2,"World Development Indicators"
"SH.XPD.CHEX.GD.ZS","Current health expenditure (% of GDP)",NA,"Level of current health expenditure expressed as a percentage of GDP.  Estimates of current health expenditures include healthcare goods and services consumed during each year. This indicator does not include capital health expenditures such as buildings, machinery, IT and stocks of vaccines for emergency or outbreaks.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.CHEX.PC.CD","Current health expenditure per capita (current US$)",NA,"Current expenditures on health per capita in current US dollars. Estimates of current health expenditures include healthcare goods and services consumed during each year.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.CHEX.PP.CD","Current health expenditure per capita, PPP (current international $)",NA,"Current expenditures on health per capita expressed in international dollars at purchasing power parity.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.GHED.CH.ZS","Domestic general government health expenditure (% of current health expenditure)",NA,"Share of current health expenditures funded from domestic public sources for health.  Domestic public sources include domestic revenue as internal transfers and grants, transfers, subsidies to voluntary health insurance beneficiaries, non-profit institutions serving households (NPISH) or enterprise financing schemes as well as compulsory prepayment and social health insurance contributions. They do not include external resources spent by governments on health.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.GHED.GD.ZS","Domestic general government health expenditure (% of GDP)",NA,"Public expenditure on health from domestic sources as a share of the economy as measured by GDP.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.GHED.GE.ZS","Domestic general government health expenditure (% of general government expenditure)",NA,"Public expenditure on health from domestic sources as a share of total public expenditure.  It indicates the priority of the government to spend on health from own domestic public resources.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.GHED.PC.CD","Domestic general government health expenditure per capita (current US$)",NA,"Public expenditure on health from domestic sources per capita expressed in current US dollars.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
"SH.XPD.GHED.PP.CD","Domestic general government health expenditure per capita, PPP (current international $)",NA,"Public expenditure on health from domestic sources per capita expressed in international dollars at purchasing power parity.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.",2,"World Development Indicators"
