"Phylum","Class","Geographic_region","Sector","Environment","Cost","Country","Type_of_cost","Group"
"Tracheophyta","Magnoliopsida","Asia","Authorities-Stakeholders","Aquatic",9773.13,"Japan","Management","Plants"
"Chordata","Mammalia","Asia","Authorities-Stakeholders","Terrestrial",9773.13,"Japan","Management","Vertebrates"
"Chordata","Reptilia","Asia","Authorities-Stakeholders","Aquatic",9773.13,"Japan","Management","Vertebrates"
"Chordata","Mammalia","Asia","Authorities-Stakeholders","Terrestrial",9773.13,"Japan","Management","Vertebrates"
"Tracheophyta","Liliopsida","Asia","Authorities-Stakeholders","Semi-aquatic",8543.88,"Japan","Management","Plants"
"Tracheophyta","Magnoliopsida","Asia","Authorities-Stakeholders","Semi-aquatic",8543.88,"Japan","Management","Plants"
"Chordata","Mammalia","Asia","Authorities-Stakeholders","Terrestrial",8543.88,"Japan","Management","Vertebrates"
"Arthropoda","Malacostraca","Asia","Authorities-Stakeholders","Aquatic",9387.57,"Japan","Management","Arthropods"
"Chordata","Mammalia","Asia","Authorities-Stakeholders","Terrestrial",9387.57,"Japan","Management","Vertebrates"
"Chordata","Reptilia","Asia","Authorities-Stakeholders","Terrestrial",8915.35,"Japan","Management","Vertebrates"
"Arthropoda","Malacostraca","Asia","Authorities-Stakeholders","Aquatic",8915.35,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",8915.35,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",8915.35,"Japan","Management","Arthropods"
"Tracheophyta","Liliopsida","Asia","Authorities-Stakeholders","Semi-aquatic",8543.88,"Japan","Management","Plants"
"Chordata","Mammalia","Asia","Authorities-Stakeholders","Terrestrial",8543.88,"Japan","Management","Vertebrates"
"Chordata","Reptilia","Asia","Authorities-Stakeholders","Aquatic",8543.88,"Japan","Management","Vertebrates"
"Tracheophyta","Magnoliopsida","Asia","Authorities-Stakeholders","Aquatic",9387.57,"Japan","Management","Plants"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",8915.35,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",9773.13,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",9387.57,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",8915.35,"Japan","Management","Arthropods"
"Tracheophyta","Magnoliopsida","Asia","Authorities-Stakeholders","Terrestrial",8543.88,"Japan","Management","Plants"
"Arthropoda","Malacostraca","Asia","Authorities-Stakeholders","Aquatic",8543.88,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",9387.57,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",9387.57,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",9387.57,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",580983.86,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",93982.68,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",85438.8,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",34175.52,"Japan","Damage","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",17087.76,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",8543.88,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",668650.98,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",410105.93,"Japan","Management","Arthropods"
"Chordata","Reptilia","Asia","Authorities-Stakeholders","Aquatic",356613.86,"Japan","Management","Vertebrates"
"Chordata","Reptilia","Asia","Authorities-Stakeholders","Aquatic",328564.99,"Japan","Management","Vertebrates"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",276375.74,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",133730.2,"Japan","Management","Arthropods"
"Chordata","Reptilia","Asia","Authorities-Stakeholders","Aquatic",119614.32,"Japan","Management","Vertebrates"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",97731.33,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",62407.42,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",62407.42,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",35661.39,"Japan","Management","Arthropods"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",19546.27,"Japan","Management","Arthropods"
"Chordata","Reptilia","Asia","Authorities-Stakeholders","Aquatic",8543.88,"Japan","Management","Vertebrates"
"Chordata","Reptilia","Asia","Authorities-Stakeholders","Aquatic",8543.88,"Japan","Management","Vertebrates"
"Arthropoda","Insecta","Asia","Authorities-Stakeholders","Terrestrial",9773.13,"Japan","Management","Arthropods"
"Chordata","Reptilia","Asia","Authorities-Stakeholders","Aquatic",8543.88,"Japan","Management","Vertebrates"
"Arthropoda","Insecta","Asia","Agriculture","Terrestrial",1891409.98,"China","Mixed","Arthropods"
"Ascomycota","Sordariomycetes","Asia","Agriculture","Terrestrial",12832786.84,"China","Mixed","Fungi"
"Pisuviricota","Pisoniviricetes","Asia","Agriculture","Terrestrial",2398651.75,"China","Mixed","Microbes"
"Mixed","Mixed","Asia","Agriculture","Terrestrial",1547517.26,"China","Mixed",NA
"Arthropoda","Insecta","Asia","Agriculture","Terrestrial",385754784.7,"China","Mixed","Arthropods"
"Arthropoda","Insecta","Asia","Agriculture","Terrestrial",343892.72,"China","Mixed","Arthropods"
"Mixed","Mixed","Asia","Agriculture","Terrestrial",127960762.94,"China","Mixed",NA
"Chordata","Mammalia","Asia","Agriculture","Terrestrial",547731696.39,"China","Mixed","Vertebrates"
"Mixed","Mixed","Asia","Forestry","Terrestrial",376550495.96,"China","Mixed",NA
"Tracheophyta","Magnoliopsida","Asia","Agriculture","Terrestrial",170006806.78,"China","Mixed","Plants"
"Tracheophyta","Liliopsida","Asia","Fishery","Semi-aquatic",93753753.74,"China","Mixed","Plants"
"Mixed","Mixed","Asia","Fishery","Aquatic",11463663.94,"China","Mixed",NA
"Tracheophyta","Liliopsida","Asia","Authorities-Stakeholders","Aquatic",5731545.39,"China","Mixed","Plants"
"Mixed","Mixed","Asia","Public and Social Welfare","Aquatic",114170664.73,"China","Mixed",NA
"Arthropoda","Insecta","Asia","Agriculture","Terrestrial",3070962.02,"China","Mixed","Arthropods"
"Arthropoda","Insecta","Asia","Public and Social Welfare","Terrestrial",11207463.86,"China","Mixed","Arthropods"
"Nematoda","Chromadorea","Asia","Public and Social Welfare","Terrestrial",21723703.34,"China","Mixed","Invertebrates"
"Arthropoda","Insecta","Asia","Environment","Terrestrial",3653236.5,"China","Mixed","Arthropods"
"Arthropoda","Insecta","Asia","Agriculture","Terrestrial",396490825.51,"China","Damage","Arthropods"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Aquatic",80.35,"France","Management","Plants"
"Tracheophyta","Magnoliopsida","Asia","Forestry","Terrestrial",109.39,"India","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",28.97,"Spain","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",57.95,"Spain","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",144.87,"Spain","Management","Plants"
"Tracheophyta","Liliopsida","Europe","Authorities-Stakeholders","Terrestrial",144.87,"Spain","Management","Plants"
"Tracheophyta","Polypodiopsida","Africa","Authorities-Stakeholders","Aquatic",1423.46,"Senegal","Management","Plants"
"Arthropoda","Insecta","Africa","Agriculture","Terrestrial",1799.81,"Togo","Management","Arthropods"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Aquatic",1697.91,"France","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",289.75,"Spain","Management","Plants"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",4401.75,"Spain","Management","Vertebrates"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",4855.71,"Spain","Management","Vertebrates"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",5946.13,"Spain","Management","Vertebrates"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",579.49,"Spain","Management","Plants"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",7259.69,"Spain","Management","Vertebrates"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",869.24,"Spain","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",869.24,"Spain","Management","Plants"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",7371.96,"Spain","Management","Vertebrates"
"Tracheophyta","Magnoliopsida","Asia","Forestry","Terrestrial",212.43,"India","Mixed","Plants"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",12345.02,"Spain","Management","Vertebrates"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",13231.69,"Spain","Management","Vertebrates"
"Arthropoda","Insecta","Asia","Mixed","Terrestrial",133.18,"India","Management","Arthropods"
"Chordata","Aves","Europe","Mixed","Terrestrial",17369.46,"United Kingdom","Damage","Vertebrates"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Aquatic",17369.46,"United Kingdom","Management","Plants"
"Arthropoda","Insecta","Africa","Agriculture","Terrestrial",18835.39,"Togo","Management","Arthropods"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",14040.37,"Spain","Management","Vertebrates"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",23136.12,"United Kingdom","Management",NA
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",19257.65,"Spain","Management","Vertebrates"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",2173.11,"Spain","Management","Plants"
"Ochrophyta","Phaeophyceae","Europe","Authorities-Stakeholders","Aquatic",26054.19,"United Kingdom","Damage","Plants"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",17035.01,"Spain","Management","Vertebrates"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",9997.28,"United Kingdom","Management",NA
"Arthropoda","Malacostraca","Europe","Authorities-Stakeholders","Aquatic",22297.18,"United Kingdom","Management","Arthropods"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Terrestrial",8957.43,"United Kingdom","Management","Vertebrates"
"Arthropoda","Arachnida","Europe","Agriculture","Terrestrial",48467.74,"United Kingdom","Management","Arthropods"
"Arthropoda","Insecta","Europe","Authorities-Stakeholders","Terrestrial",25570.45,"United Kingdom","Management","Arthropods"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",40982.7,"Spain","Management","Vertebrates"
"Chordata","Ascidiacea","Europe","Authorities-Stakeholders","Aquatic",52108.38,"United Kingdom","Management","Vertebrates"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",26054.19,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Aquatic",10472.05,"United Kingdom","Management",NA
"Arthropoda","Insecta","Africa","Agriculture","Terrestrial",59615.67,"Togo","Management","Arthropods"
"Chordata","Aves","Europe","Agriculture","Semi-aquatic",53232.18,"United Kingdom","Management","Vertebrates"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",60240.76,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",60793.11,"United Kingdom","Management",NA
"Arthropoda","Insecta","Africa","Agriculture","Terrestrial",77624.37,"Togo","Management","Arthropods"
"Chordata","Aves","Europe","Authorities-Stakeholders","Terrestrial",66003.95,"United Kingdom","Management","Vertebrates"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",45219.25,"Spain","Management","Vertebrates"
"Chordata","Actinopterygii","Asia","Fishery","Aquatic",46615.4,"Cyprus","Management","Vertebrates"
"Chordata","Actinopterygii","Asia","Fishery","Aquatic",61208.66,"Cyprus","Management","Vertebrates"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",70202.12,"Spain","Management","Vertebrates"
"Arthropoda","Insecta","Africa","Agriculture","Terrestrial",97077.06,"Togo","Management","Arthropods"
"Arthropoda","Insecta","Africa","Agriculture","Terrestrial",111816.13,"Togo","Management","Arthropods"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",44906.13,"United Kingdom","Management",NA
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",34598.2,"Spain","Management","Vertebrates"
"Tracheophyta","Polypodiopsida","Africa","Authorities-Stakeholders","Aquatic",12968.18,"South Africa","Management","Plants"
"Chordata","Aves","Europe","Mixed","Terrestrial",101019.04,"United Kingdom","Management","Vertebrates"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",52108.38,"United Kingdom","Management",NA
"Arthropoda","Insecta","Europe","Authorities-Stakeholders","Terrestrial",26717.27,"United Kingdom","Management","Arthropods"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Aquatic",98892.99,"Spain","Management","Vertebrates"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Aquatic",60224.26,"United Kingdom","Management",NA
"Chordata","Mixed","Europe","Authorities-Stakeholders","Aquatic",24833.46,"United Kingdom","Management","Vertebrates"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",138955.68,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Aquatic",72951.73,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",147640.41,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",37311.34,"United Kingdom","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",13038.63,"Spain","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",151683.45,"Albania","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",151683.45,"Denmark","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",151683.45,"Finland","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",151683.45,"Macedonia, the former Yugoslav Republic of","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",151683.45,"Norway","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",151683.45,"Spain","Damage","Plants"
"Tracheophyta","Magnoliopsida","Asia","Health","Terrestrial",151683.45,"Turkey","Damage","Plants"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Aquatic",108971.5,"United Kingdom","Management",NA
"Chordata","Ascidiacea","Europe","Authorities-Stakeholders","Aquatic",173694.6,"United Kingdom","Management","Vertebrates"
"Chordata","Actinopterygii","Asia","Fishery","Aquatic",140568.64,"Cyprus","Management","Vertebrates"
"Arthropoda","Insecta","Europe","Forestry","Terrestrial",227262.01,"United Kingdom","Damage","Arthropods"
"Arthropoda","Insecta","Europe","Authorities-Stakeholders","Terrestrial",49386.24,"United Kingdom","Management","Arthropods"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",62528.75,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",83952.39,"United Kingdom","Management",NA
"Arthropoda","Insecta","Europe","Authorities-Stakeholders","Terrestrial",64106.33,"United Kingdom","Management","Arthropods"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Aquatic",260541.9,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",67306.66,"United Kingdom","Management",NA
"Chordata","Actinopterygii","Asia","Fishery","Aquatic",226882.61,"Cyprus","Management","Vertebrates"
"Chordata","Aves","Europe","Authorities-Stakeholders","Terrestrial",145034.99,"United Kingdom","Management","Vertebrates"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Terrestrial",63461.75,"United Kingdom","Management","Vertebrates"
"Chordata","Mixed","Europe","Authorities-Stakeholders","Aquatic",80427.11,"United Kingdom","Management","Vertebrates"
"Arthropoda","Malacostraca","Europe","Authorities-Stakeholders","Aquatic",324808.9,"United Kingdom","Management","Arthropods"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",162869.95,"United Kingdom","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",303366.9,"Belarus","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",303366.9,"Finland","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",303366.9,"Greece","Damage","Plants"
"Arthropoda","Malacostraca","Europe","Authorities-Stakeholders","Aquatic",347389.2,"United Kingdom","Damage","Arthropods"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",89886.96,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Agriculture","Terrestrial",382974.01,"United Kingdom","Damage",NA
"Arthropoda","Insecta","Europe","Authorities-Stakeholders","Terrestrial",78512.39,"United Kingdom","Management","Arthropods"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Aquatic",413584.21,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",416867.04,"United Kingdom","Management",NA
"Chordata","Actinopterygii","Asia","Fishery","Aquatic",286246.7,"Cyprus","Management","Vertebrates"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Aquatic",561653.76,"United Kingdom","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",455050.35,"Montenegro","Damage","Plants"
"Tracheophyta","Polypodiopsida","Asia","Authorities-Stakeholders","Aquatic",76028.83,"Sri Lanka","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Mixed","Terrestrial",605673.07,"United Kingdom","Management","Plants"
"Tracheophyta","Polypodiopsida","Asia","Mixed","Aquatic",1025.71,"Sri Lanka","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",642670.02,"United Kingdom","Management","Plants"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Terrestrial",644818.62,"United Kingdom","Management","Vertebrates"
"Chordata","Aves","Europe","Authorities-Stakeholders","Semi-aquatic",686093.67,"United Kingdom","Management","Vertebrates"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",606733.81,"Spain","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",606733.81,"Sweden","Damage","Plants"
"Mixed","Mixed","Asia","Public and Social Welfare","Aquatic",601489.7,"India","Management",NA
"Mixed","Mixed","Europe","Public and Social Welfare","Terrestrial",694778.4,"United Kingdom","Damage",NA
"Arthropoda","Insecta","Europe","Authorities-Stakeholders","Terrestrial",148030.18,"United Kingdom","Management","Arthropods"
"Chordata","Aves","Europe","Authorities-Stakeholders","Semi-aquatic",67898.8,"United Kingdom","Management","Vertebrates"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",750360.67,"United Kingdom","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",778151.81,"United Kingdom","Management","Plants"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",199748.79,"United Kingdom","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",758417.26,"Moldova, Republic of","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Mixed","Terrestrial",868473,"United Kingdom","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",66805.62,"United Kingdom","Management","Plants"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",289491,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",911896.65,"United Kingdom","Management",NA
"Chordata","Mammalia","Europe","Mixed","Terrestrial",917802.26,"United Kingdom","Management","Vertebrates"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",184595.33,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",184946.54,"United Kingdom","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",910100.71,"Bosnia and Herzegovina","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",910100.71,"Greece","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",910100.71,"Poland","Damage","Plants"
"Tracheophyta","Magnoliopsida","Asia","Health","Terrestrial",910100.71,"Turkey","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Mixed","Terrestrial",1062541.97,"United Kingdom","Mixed","Plants"
"Chordata","Aves","Europe","Authorities-Stakeholders","Terrestrial",1072998.39,"United Kingdom","Damage","Vertebrates"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",1061784.16,"Sweden","Damage","Plants"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Aquatic",1252338.06,"United Kingdom","Management",NA
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Terrestrial",1283436.34,"United Kingdom","Management","Vertebrates"
"Ascomycota","Dothideomycetes","Europe","Forestry","Terrestrial",1313131.17,"United Kingdom","Damage","Fungi"
"Mixed","Mixed","Europe","Agriculture","Terrestrial",1315819.97,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",273395.3,"United Kingdom","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",1213467.61,"Switzerland","Damage","Plants"
"Mixed","Mixed","Oceania","Authorities-Stakeholders","Aquatic",945757.6,"New Zealand","Management",NA
"Mixed","Mixed","Europe","Fishery","Aquatic",1500721.34,"United Kingdom","Damage",NA
"Chordata","Aves","Europe","Public and Social Welfare","Terrestrial",1500721.34,"United Kingdom","Damage","Vertebrates"
"Chordata","Mixed","Europe","Authorities-Stakeholders","Aquatic",251857.17,"United Kingdom","Management","Vertebrates"
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Terrestrial",1522061.46,"United Kingdom","Management","Vertebrates"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",1553791.99,"United Kingdom","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",1365151.06,"Serbia","Damage","Plants"
"Tracheophyta","Magnoliopsida","Oceania","Authorities-Stakeholders","Terrestrial",288675.8,"New Zealand","Management","Plants"
"Mixed","Mixed","Europe","Forestry","Terrestrial",1641413.97,"United Kingdom","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",1676144.2,"United Kingdom","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Agriculture","Terrestrial",1516834.51,"Belarus","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Agriculture","Terrestrial",1516834.51,"Montenegro","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Agriculture","Terrestrial",1516834.51,"Portugal","Damage","Plants"
"Tracheophyta","Polypodiopsida","Europe","Authorities-Stakeholders","Aquatic",144873.71,"Spain","Management","Plants"
"Arthropoda","Insecta","Central America","Authorities-Stakeholders","Terrestrial",1297730.08,"Grenada","Management","Arthropods"
"Arthropoda","Malacostraca","Europe","Mixed","Aquatic",1736946,"United Kingdom","Mixed","Arthropods"
"Mixed","Mixed","Europe","Forestry","Terrestrial",1736946,"United Kingdom","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",1736946,"United Kingdom","Management","Plants"
"Mollusca","Mixed","Europe","Agriculture","Terrestrial",1807695.28,"United Kingdom","Management","Invertebrates"
"Arthropoda","Malacostraca","Europe","Agriculture","Aquatic",1215267.47,"Portugal","Damage","Arthropods"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",246711.75,"Slovenia","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",1668517.97,"Switzerland","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Public and Social Welfare","Terrestrial",1938431.73,"United Kingdom","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",1820201.42,"Slovenia","Damage","Plants"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",2258029.79,"United Kingdom","Management",NA
"Arthropoda","Malacostraca","Europe","Authorities-Stakeholders","Aquatic",2261503.69,"United Kingdom","Mixed","Arthropods"
"Chordata","Aves","Europe","Authorities-Stakeholders","Semi-aquatic",390812.85,"United Kingdom","Management","Vertebrates"
"Arthropoda","Arachnida","Europe","Authorities-Stakeholders","Terrestrial",2380731.13,"United Kingdom","Management","Arthropods"
"Mixed","Mixed","Europe","Public and Social Welfare","Mixed",2425905.63,"United Kingdom","Mixed",NA
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",2275251.77,"Bulgaria","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",3263346.65,"United Kingdom","Management","Plants"
"Tracheophyta","Liliopsida","Oceania","Mixed","Terrestrial",2036896.3,"New Zealand","Management","Plants"
"Mixed","Mixed","Europe","Authorities-Stakeholders","Terrestrial",2723531.32,"United Kingdom","Management",NA
"Mixed","Mixed","Europe","Authorities-Stakeholders","Mixed",2999705.74,"United Kingdom","Management",NA
"Chordata","Mammalia","Europe","Authorities-Stakeholders","Terrestrial",543085.11,"United Kingdom","Management","Vertebrates"
"Mixed","Mixed","Oceania","Authorities-Stakeholders","Aquatic",561543.58,"Australia","Management",NA
"Chordata","Mammalia","Europe","Mixed","Terrestrial",3325478.64,"United Kingdom","Management","Vertebrates"
"Chordata","Actinopterygii","Europe","Authorities-Stakeholders","Aquatic",403365.48,"Norway","Management","Vertebrates"
"Tracheophyta","Magnoliopsida","Europe","Mixed","Terrestrial",3473891.99,"United Kingdom","Mixed","Plants"
"Chordata","Aves","Europe","Mixed","Mixed",3671209.06,"United Kingdom","Management","Vertebrates"
"Chordata","Mammalia","Europe","Forestry","Terrestrial",3713382.11,"United Kingdom","Damage","Vertebrates"
"Mixed","Mixed","North America","Authorities-Stakeholders","Aquatic",2837272.8,"United States","Management",NA
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",135822.55,"Czech Republic","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Health","Terrestrial",4095453.19,"Macedonia, the former Yugoslav Republic of","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Terrestrial",418204.48,"Spain","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Agriculture","Terrestrial",4550503.54,"Czech Republic","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Agriculture","Terrestrial",4550503.54,"Switzerland","Damage","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Aquatic",5210837.99,"United Kingdom","Management","Plants"
"Tracheophyta","Polypodiopsida","Europe","Authorities-Stakeholders","Aquatic",5210837.99,"United Kingdom","Management","Plants"
"Tracheophyta","Magnoliopsida","Europe","Authorities-Stakeholders","Aquatic",5210837.99,"United Kingdom","Management","Plants"
