"Phylum","Environment","Sector","Type_of_cost","country","Cost"
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","TD",10683588.5894149
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","TH",2762584.64932236
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","TM",2439312.7418015
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","TN",3141056.31869244
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","TO",444357.162822361
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","TR",1868147.09432224
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","UA",12983598.0716752
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","US",36636069.9303962
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","UY",855918.60533157
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","UZ",9286050.09066859
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","VE",5323585.35070293
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","VN",2217892.33781266
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","VU",489048.742040232
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","WS",428157.646265561
"Chordata","Terrestrial","Authorities-Stakeholders","Damage","ZA",43906415.4656294
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AD",1670928.55196714
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AE",2324469.17270045
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AF",1623170.95212151
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AG",977736.792160645
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AL",1117920.44408622
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AM",1792372.42372351
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AO",1071494.19048258
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AR",1604117.78574841
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AT",2076864.57304009
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AU",19796301.0915959
"Chordata","Terrestrial","Authorities-Stakeholders","Management","AZ",1716882.6797326
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BA",777003.516441003
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BB",1464208.19136269
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BD",2119591.18520226
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BE",17446258.2217663
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BF",314703.634270872
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BG",3654369.73571363
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BH",1427225.1611851
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BI",73516.4316565925
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BJ",276796.635476937
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BN",366333.176786691
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BO",3716908.59238827
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BR",114793427.243422
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BS",1264170.58832447
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BT",1434848.17949573
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BW",2058463.27779153
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BY",3310890.17403212
"Chordata","Terrestrial","Authorities-Stakeholders","Management","BZ",1295253.90618084
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CA",1454336064.73465
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CD",1814886.47956593
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CF",492857.356406705
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CG",211440.195015746
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CH",9824343.32192698
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CI",184554.563659545
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CL",1577452.2514363
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CM",469892.585493443
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CN",2103198.1693566
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CO",2047391.59967442
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CR",2675144.84954108
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CU",13330438.6282727
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CV",744529.127916962
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CY",1964925.1848123
"Chordata","Terrestrial","Authorities-Stakeholders","Management","CZ",6353881.3583065
"Chordata","Terrestrial","Authorities-Stakeholders","Management","DE",90736316.6928659
"Chordata","Terrestrial","Authorities-Stakeholders","Management","DJ",481709.077208053
"Chordata","Terrestrial","Authorities-Stakeholders","Management","DK",2094446.6276916
"Chordata","Terrestrial","Authorities-Stakeholders","Management","DM",879734.290096272
"Chordata","Terrestrial","Authorities-Stakeholders","Management","DO",4625588.31695166
"Chordata","Terrestrial","Authorities-Stakeholders","Management","DZ",18633688.036386
"Chordata","Terrestrial","Authorities-Stakeholders","Management","EC",3576037.42482314
"Chordata","Terrestrial","Authorities-Stakeholders","Management","EE",2083774.85507615
"Chordata","Terrestrial","Authorities-Stakeholders","Management","EG",4092582.52779672
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ER",128857.72358793
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ES",305255.673126798
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ET",2392649.77515232
"Chordata","Terrestrial","Authorities-Stakeholders","Management","FI",5005744.13427823
"Chordata","Terrestrial","Authorities-Stakeholders","Management","FJ",832089.896142456
"Chordata","Terrestrial","Authorities-Stakeholders","Management","FM",795698.514719814
"Chordata","Terrestrial","Authorities-Stakeholders","Management","FR",1390473.4529916
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GA",475787.52236002
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GB",12810987.7470973
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GD",1204455.93761394
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GE",1476147.79189722
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GH",4942338.65012271
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GM",568343.18667394
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GN",317131.263712744
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GQ",283893.286861809
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GR",4250869.14820137
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GT",9462715.54272212
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GW",212321.325858892
"Chordata","Terrestrial","Authorities-Stakeholders","Management","GY",1179355.79362562
"Chordata","Terrestrial","Authorities-Stakeholders","Management","HN",3199654.17583123
"Chordata","Terrestrial","Authorities-Stakeholders","Management","HR",1144688.26914821
"Chordata","Terrestrial","Authorities-Stakeholders","Management","HT",743395.738029419
"Chordata","Terrestrial","Authorities-Stakeholders","Management","HU",5242749.71396674
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ID",2504678.88940258
"Chordata","Terrestrial","Authorities-Stakeholders","Management","IE",1553313.51892658
"Chordata","Terrestrial","Authorities-Stakeholders","Management","IL",7043724.1260396
"Chordata","Terrestrial","Authorities-Stakeholders","Management","IN",1540738.02709043
"Chordata","Terrestrial","Authorities-Stakeholders","Management","IQ",3510230.74291697
"Chordata","Terrestrial","Authorities-Stakeholders","Management","IR",13859689.9448428
"Chordata","Terrestrial","Authorities-Stakeholders","Management","IS",2225589.04400762
"Chordata","Terrestrial","Authorities-Stakeholders","Management","IT",12989735.9594959
"Chordata","Terrestrial","Authorities-Stakeholders","Management","JM",1503982.21250671
"Chordata","Terrestrial","Authorities-Stakeholders","Management","JO",2248610.59101441
"Chordata","Terrestrial","Authorities-Stakeholders","Management","JP",320286.96144036
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KE",978144.506949667
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KG",1161786.16873611
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KH",950121.718409812
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KI",432717.010096526
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KM",255770.411378274
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KN",1417345.31483068
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KP",3810610.90068746
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KR",13991648.4271936
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KW",1872693.25214395
"Chordata","Terrestrial","Authorities-Stakeholders","Management","KZ",15045422.2315029
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LA",1682485.93284452
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LB",2350024.71406071
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LC",1221315.0300589
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LI",2145123.94591769
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LK",1538869.13324529
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LR",154330.956124186
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LS",112784.066588884
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LT",527385.328191278
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LU",3424137.7372665
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LV",1065477.11199987
"Chordata","Terrestrial","Authorities-Stakeholders","Management","LY",30511255.0555017
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MA",4420428.64756713
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MC",331631.806845491
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MD",1054514.77454646
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ME",1242900.91637039
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MG",1124012.8283285
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MH",398523.476607786
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MK",739510.46099342
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ML",1724389.15803379
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MM",1716078.98233082
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MN",7200837.02703343
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MR",468457.022048708
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MT",2735773.32098976
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MU",2351677.57699271
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MV",1329737.2930161
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MW",289390.23522638
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MX",658550.998175364
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MY",12260333.5249144
"Chordata","Terrestrial","Authorities-Stakeholders","Management","MZ",533257.609293289
"Chordata","Terrestrial","Authorities-Stakeholders","Management","NE",873517.036083612
"Chordata","Terrestrial","Authorities-Stakeholders","Management","NG",1591799.21502542
"Chordata","Terrestrial","Authorities-Stakeholders","Management","NI",1207006.59834356
"Chordata","Terrestrial","Authorities-Stakeholders","Management","NL",50447763.8001573
"Chordata","Terrestrial","Authorities-Stakeholders","Management","NO",4250221.60321732
"Chordata","Terrestrial","Authorities-Stakeholders","Management","NP",4012645.48600103
"Chordata","Terrestrial","Authorities-Stakeholders","Management","NR",202626.0861057
"Chordata","Terrestrial","Authorities-Stakeholders","Management","NZ",68327092.7712225
"Chordata","Terrestrial","Authorities-Stakeholders","Management","OM",1736982.84812627
"Chordata","Terrestrial","Authorities-Stakeholders","Management","PA",2687475.76898492
"Chordata","Terrestrial","Authorities-Stakeholders","Management","PE",6177449.37151881
"Chordata","Terrestrial","Authorities-Stakeholders","Management","PG",1315343.43505344
"Chordata","Terrestrial","Authorities-Stakeholders","Management","PH",7331129.06485568
"Chordata","Terrestrial","Authorities-Stakeholders","Management","PK",5361710.00718229
"Chordata","Terrestrial","Authorities-Stakeholders","Management","PL",11223512.7716834
"Chordata","Terrestrial","Authorities-Stakeholders","Management","PT",5738829.97157107
"Chordata","Terrestrial","Authorities-Stakeholders","Management","PW",861736.904941333
"Chordata","Terrestrial","Authorities-Stakeholders","Management","PY",3296186.2050042
"Chordata","Terrestrial","Authorities-Stakeholders","Management","QA",1471718.02919988
"Chordata","Terrestrial","Authorities-Stakeholders","Management","RO",13046884.9847814
"Chordata","Terrestrial","Authorities-Stakeholders","Management","RS",1594409.10996926
"Chordata","Terrestrial","Authorities-Stakeholders","Management","RU",22545494.8451836
"Chordata","Terrestrial","Authorities-Stakeholders","Management","RW",391313.045632625
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SA",8886938.60753764
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SB",340287.455024121
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SC",822568.151716642
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SD",3948323.12051058
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SE",69201535.1458234
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SG",3283528.17961407
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SI",1789378.76653125
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SK",2145968.66598108
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SL",105547.893572801
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SM",321177.44254462
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SN",421136.540206046
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SO",231651.567946277
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SR",1391596.77772378
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SS",457158.211748421
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ST",230516.594418686
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SV",3245854.33273477
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SY",4042574.28348662
"Chordata","Terrestrial","Authorities-Stakeholders","Management","SZ",198029.214700633
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TD",1007921.22727459
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TG",48938.1993927034
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TH",4698594.46699312
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TJ",648881.900956364
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TL",227506.753047606
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TM",3216834.05722903
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TN",2489828.46313232
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TO",585562.351862499
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TR",2333013.98835884
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TT",1591452.83197797
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TV",244636.152898681
"Chordata","Terrestrial","Authorities-Stakeholders","Management","TZ",454670.423300957
"Chordata","Terrestrial","Authorities-Stakeholders","Management","UA",5670522.51172295
"Chordata","Terrestrial","Authorities-Stakeholders","Management","UG",764965.826938362
"Chordata","Terrestrial","Authorities-Stakeholders","Management","US",234834993.962248
"Chordata","Terrestrial","Authorities-Stakeholders","Management","UY",1111328.44658183
"Chordata","Terrestrial","Authorities-Stakeholders","Management","UZ",8435249.37712354
"Chordata","Terrestrial","Authorities-Stakeholders","Management","VC",1059674.37779168
"Chordata","Terrestrial","Authorities-Stakeholders","Management","VE",404144.808212987
"Chordata","Terrestrial","Authorities-Stakeholders","Management","VN",6566583.95918284
"Chordata","Terrestrial","Authorities-Stakeholders","Management","VU",569378.403986529
"Chordata","Terrestrial","Authorities-Stakeholders","Management","WS",1371062.50697918
"Chordata","Terrestrial","Authorities-Stakeholders","Management","YE",531626.128135095
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ZA",134435512.213691
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ZM",738145.760851785
"Chordata","Terrestrial","Authorities-Stakeholders","Management","ZW",587712.62141812
"Chordata","Terrestrial","Environment","Damage","AD",2527385.17889572
"Chordata","Terrestrial","Environment","Damage","AE",11535801.0891287
"Chordata","Terrestrial","Environment","Damage","AF",97354014.6771868
"Chordata","Terrestrial","Environment","Damage","AG",694698.503804834
"Chordata","Terrestrial","Environment","Damage","AL",4918625.62208784
"Chordata","Terrestrial","Environment","Damage","AM",7050040.24611344
"Chordata","Terrestrial","Environment","Damage","AO",39321761.0074347
"Chordata","Terrestrial","Environment","Damage","AR",132174406.508292
"Chordata","Terrestrial","Environment","Damage","AT",35243359.1473045
"Chordata","Terrestrial","Environment","Damage","AU",103220322.134155
"Chordata","Terrestrial","Environment","Damage","AZ",51586185.8087458
"Chordata","Terrestrial","Environment","Damage","BA",51914968.0297895
"Chordata","Terrestrial","Environment","Damage","BB",566677.089374
"Chordata","Terrestrial","Environment","Damage","BD",10528508.5136248
"Chordata","Terrestrial","Environment","Damage","BE",2353467.2018384
"Chordata","Terrestrial","Environment","Damage","BF",21500533.5669203
"Chordata","Terrestrial","Environment","Damage","BG",104107884.610689
"Chordata","Terrestrial","Environment","Damage","BH",1405018.69483834
"Chordata","Terrestrial","Environment","Damage","BJ",33193842.7384102
"Chordata","Terrestrial","Environment","Damage","BN",674614.23979418
"Chordata","Terrestrial","Environment","Damage","BO",53867852.9452316
"Chordata","Terrestrial","Environment","Damage","BR",171554214.890803
"Chordata","Terrestrial","Environment","Damage","BS",1267428.62331996
"Chordata","Terrestrial","Environment","Damage","BT",2167794.34312798
"Chordata","Terrestrial","Environment","Damage","BW",15592794.3024134
"Chordata","Terrestrial","Environment","Damage","BY",9421376.52807387
"Chordata","Terrestrial","Environment","Damage","BZ",632449.051119994
"Chordata","Terrestrial","Environment","Damage","CA",1471408126.71196
"Chordata","Terrestrial","Environment","Damage","CD",108630309.531046
"Chordata","Terrestrial","Environment","Damage","CH",6353061.48031744
"Chordata","Terrestrial","Environment","Damage","CI",14060841.0996333
"Chordata","Terrestrial","Environment","Damage","CL",12244423.5706639
"Chordata","Terrestrial","Environment","Damage","CM",26151355.6636366
"Chordata","Terrestrial","Environment","Damage","CN",143747158.962263
"Chordata","Terrestrial","Environment","Damage","CO",215761798.160211
"Chordata","Terrestrial","Environment","Damage","CR",11994617.3771866
"Chordata","Terrestrial","Environment","Damage","CU",64174239.4437866
"Chordata","Terrestrial","Environment","Damage","CV",857708.037345917
"Chordata","Terrestrial","Environment","Damage","CY",2647489.05508333
"Chordata","Terrestrial","Environment","Damage","CZ",17279070.5573335
"Chordata","Terrestrial","Environment","Damage","DE",40834778.3205424
"Chordata","Terrestrial","Environment","Damage","DJ",2800571.48950053
"Chordata","Terrestrial","Environment","Damage","DK",2805099.32931503
"Chordata","Terrestrial","Environment","Damage","DO",2734378.65891759
"Chordata","Terrestrial","Environment","Damage","DZ",101347878.59393
"Chordata","Terrestrial","Environment","Damage","EC",54016335.863865
"Chordata","Terrestrial","Environment","Damage","EE",5657027.24088907
"Chordata","Terrestrial","Environment","Damage","EG",113173715.046263
"Chordata","Terrestrial","Environment","Damage","ES",12543189.5984221
"Chordata","Terrestrial","Environment","Damage","ET",80239631.9934022
"Chordata","Terrestrial","Environment","Damage","FI",12687628.0059473
"Chordata","Terrestrial","Environment","Damage","FJ",765237.167227576
"Chordata","Terrestrial","Environment","Damage","FM",794913.84631042
"Chordata","Terrestrial","Environment","Damage","FR",69738857.012151
"Chordata","Terrestrial","Environment","Damage","GB",76848822.8749041
"Chordata","Terrestrial","Environment","Damage","GD",657557.042229014
"Chordata","Terrestrial","Environment","Damage","GE",19961576.4464842
"Chordata","Terrestrial","Environment","Damage","GH",62182664.8990484
"Chordata","Terrestrial","Environment","Damage","GM",7827450.91542211
"Chordata","Terrestrial","Environment","Damage","GN",18967141.095413
"Chordata","Terrestrial","Environment","Damage","GQ",3122669.95419139
"Chordata","Terrestrial","Environment","Damage","GR",18398156.5572888
"Chordata","Terrestrial","Environment","Damage","GT",51002385.7107847
"Chordata","Terrestrial","Environment","Damage","HN",40581171.4456321
"Chordata","Terrestrial","Environment","Damage","HR",84190694.7614172
"Chordata","Terrestrial","Environment","Damage","HT",6026650.36275604
"Chordata","Terrestrial","Environment","Damage","HU",158060093.708799
"Chordata","Terrestrial","Environment","Damage","ID",173668100.723103
"Chordata","Terrestrial","Environment","Damage","IE",24422987.1750461
"Chordata","Terrestrial","Environment","Damage","IL",4529730.00515296
"Chordata","Terrestrial","Environment","Damage","IN",2450604380.12345
"Chordata","Terrestrial","Environment","Damage","IQ",47095545.3226973
"Chordata","Terrestrial","Environment","Damage","IR",184049139.665297
"Chordata","Terrestrial","Environment","Damage","IS",9424114.705925
"Chordata","Terrestrial","Environment","Damage","IT",46043993.5730311
"Chordata","Terrestrial","Environment","Damage","JM",7200051.38995319
"Chordata","Terrestrial","Environment","Damage","JO",42650250.0018163
"Chordata","Terrestrial","Environment","Damage","JP",1227420.99849981
"Chordata","Terrestrial","Environment","Damage","KE",111498930.208665
"Chordata","Terrestrial","Environment","Damage","KG",41854297.8572154
"Chordata","Terrestrial","Environment","Damage","KH",14971692.4068091
"Chordata","Terrestrial","Environment","Damage","KI",836817.938770657
"Chordata","Terrestrial","Environment","Damage","KN",1569504.24882599
"Chordata","Terrestrial","Environment","Damage","KP",45622834.4181112
"Chordata","Terrestrial","Environment","Damage","KR",11489390.9764718
"Chordata","Terrestrial","Environment","Damage","KW",5303497.80665659
"Chordata","Terrestrial","Environment","Damage","KZ",142873079.585048
"Chordata","Terrestrial","Environment","Damage","LA",18358634.4955598
"Chordata","Terrestrial","Environment","Damage","LB",7256792.01053736
"Chordata","Terrestrial","Environment","Damage","LC",984433.214304741
"Chordata","Terrestrial","Environment","Damage","LI",2966622.57640729
"Chordata","Terrestrial","Environment","Damage","LK",271805.03958768
"Chordata","Terrestrial","Environment","Damage","LT",18700860.61297
"Chordata","Terrestrial","Environment","Damage","LU",3018899.75216076
"Chordata","Terrestrial","Environment","Damage","LV",11978075.5236033
"Chordata","Terrestrial","Environment","Damage","LY",39550063.5576749
"Chordata","Terrestrial","Environment","Damage","MA",149201740.930251
"Chordata","Terrestrial","Environment","Damage","MD",52797641.1873288
"Chordata","Terrestrial","Environment","Damage","ME",1899597.50961579
"Chordata","Terrestrial","Environment","Damage","MG",52975428.6489266
"Chordata","Terrestrial","Environment","Damage","MK",3024980.8816818
"Chordata","Terrestrial","Environment","Damage","ML",28262817.8783312
"Chordata","Terrestrial","Environment","Damage","MM",70034459.6462553
"Chordata","Terrestrial","Environment","Damage","MN",51826423.4018438
"Chordata","Terrestrial","Environment","Damage","MT",2234365.60987425
"Chordata","Terrestrial","Environment","Damage","MU",1560129.93387253
"Chordata","Terrestrial","Environment","Damage","MV",699370.174950764
"Chordata","Terrestrial","Environment","Damage","MW",63966839.0487362
"Chordata","Terrestrial","Environment","Damage","MX",122793341.918809
"Chordata","Terrestrial","Environment","Damage","MY",139753945.555504
"Chordata","Terrestrial","Environment","Damage","NE",26934060.6204958
"Chordata","Terrestrial","Environment","Damage","NG",953958083.977198
"Chordata","Terrestrial","Environment","Damage","NI",31629473.9661861
"Chordata","Terrestrial","Environment","Damage","NL",99125.8404114175
"Chordata","Terrestrial","Environment","Damage","NO",34125062.6578088
"Chordata","Terrestrial","Environment","Damage","NP",54071035.7015226
"Chordata","Terrestrial","Environment","Damage","NZ",2941562.59998517
"Chordata","Terrestrial","Environment","Damage","OM",7654679.06681182
"Chordata","Terrestrial","Environment","Damage","PA",27766311.4386932
"Chordata","Terrestrial","Environment","Damage","PE",42693630.8504576
"Chordata","Terrestrial","Environment","Damage","PG",27416803.764201
"Chordata","Terrestrial","Environment","Damage","PH",125450812.282448
"Chordata","Terrestrial","Environment","Damage","PK",276813212.905497
"Chordata","Terrestrial","Environment","Damage","PL",50694681.5026071
"Chordata","Terrestrial","Environment","Damage","PT",10948695.9593785
"Chordata","Terrestrial","Environment","Damage","PW",670149.047249155
"Chordata","Terrestrial","Environment","Damage","PY",11213378.3632819
"Chordata","Terrestrial","Environment","Damage","QA",3200247.86624414
"Chordata","Terrestrial","Environment","Damage","RO",322499963.202386
"Chordata","Terrestrial","Environment","Damage","RS",185560608.226248
"Chordata","Terrestrial","Environment","Damage","RU",48753223.9340791
"Chordata","Terrestrial","Environment","Damage","SA",63876281.656504
"Chordata","Terrestrial","Environment","Damage","SB",2491773.76650016
"Chordata","Terrestrial","Environment","Damage","SC",639780.869002924
"Chordata","Terrestrial","Environment","Damage","SD",118311551.45384
"Chordata","Terrestrial","Environment","Damage","SE",115609849.395242
"Chordata","Terrestrial","Environment","Damage","SG",13166546.0329969
"Chordata","Terrestrial","Environment","Damage","SI",3898894.61110024
"Chordata","Terrestrial","Environment","Damage","SK",52789437.5325352
"Chordata","Terrestrial","Environment","Damage","SN",25378897.7351056
"Chordata","Terrestrial","Environment","Damage","SR",5344988.28050651
"Chordata","Terrestrial","Environment","Damage","SS",15012665.5939779
"Chordata","Terrestrial","Environment","Damage","ST",845264.31307097
"Chordata","Terrestrial","Environment","Damage","SV",9220884.70679407
"Chordata","Terrestrial","Environment","Damage","SY",42552122.5846659
"Chordata","Terrestrial","Environment","Damage","TD",25334980.5742744
"Chordata","Terrestrial","Environment","Damage","TH",121049114.174614
"Chordata","Terrestrial","Environment","Damage","TJ",14442285.1507562
"Chordata","Terrestrial","Environment","Damage","TM",10432640.7310903
"Chordata","Terrestrial","Environment","Damage","TN",39217951.3108546
"Chordata","Terrestrial","Environment","Damage","TO",794585.019357156
"Chordata","Terrestrial","Environment","Damage","TR",30917674.9576048
"Chordata","Terrestrial","Environment","Damage","TT",1009258.19362498
"Chordata","Terrestrial","Environment","Damage","TZ",164463048.461464
"Chordata","Terrestrial","Environment","Damage","UA",563567140.717571
"Chordata","Terrestrial","Environment","Damage","UG",15633525.6098053
"Chordata","Terrestrial","Environment","Damage","US",179954304.385252
"Chordata","Terrestrial","Environment","Damage","UY",5859294.19369114
"Chordata","Terrestrial","Environment","Damage","UZ",89314975.631164
"Chordata","Terrestrial","Environment","Damage","VC",830855.332428808
"Chordata","Terrestrial","Environment","Damage","VE",119703101.042434
"Chordata","Terrestrial","Environment","Damage","VN",12157948.1907827
"Chordata","Terrestrial","Environment","Damage","VU",983659.878578677
"Chordata","Terrestrial","Environment","Damage","WS",1420085.75057049
"Chordata","Terrestrial","Environment","Damage","YE",44637972.309569
"Chordata","Terrestrial","Environment","Damage","ZA",253008368.429725
"Chordata","Terrestrial","Environment","Damage","ZM",14311862.5761898
"Chordata","Terrestrial","Environment","Damage","ZW",18236494.4383858
"Chordata","Terrestrial","Environment","Management","AR",492696.077530071
"Chordata","Terrestrial","Environment","Management","AT",648010.243478579
"Chordata","Terrestrial","Environment","Management","BE",1281159.45279299
"Chordata","Terrestrial","Environment","Management","BY",833220.086660521
"Chordata","Terrestrial","Environment","Management","CA",158456435.445688
"Chordata","Terrestrial","Environment","Management","CL",159484.165956521
"Chordata","Terrestrial","Environment","Management","CZ",1244096.71802633
"Chordata","Terrestrial","Environment","Management","DE",1663455.00333093
"Chordata","Terrestrial","Environment","Management","DK",399044.302249582
"Chordata","Terrestrial","Environment","Management","EE",313548.44607147
"Chordata","Terrestrial","Environment","Management","ES",150508.780530908
"Chordata","Terrestrial","Environment","Management","FI",641756.170435572
"Chordata","Terrestrial","Environment","Management","FR",364121.166516397
"Chordata","Terrestrial","Environment","Management","GB",1542562.59334957
"Chordata","Terrestrial","Environment","Management","IE",280001.70260027
"Chordata","Terrestrial","Environment","Management","IS",573950.214792855
"Chordata","Terrestrial","Environment","Management","JP",65640.6155354319
"Chordata","Terrestrial","Environment","Management","KZ",2192195.12057013
"Chordata","Terrestrial","Environment","Management","LV",254773.062108333
